tahun,merk,tipe,tipe_truncated,jenis_mobil,is_convertible,is_coupe,is_fastback,is_hatchback,is_mpv,is_pickup,is_suv,is_sedan,is_truck,is_van,is_wagon,transmisi,km,lokasi,penjual,harga_asli,harga_imputed,imputation_source,harga
2024,Suzuki,Baleno,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,220000000.0,False,,220000000.0
2021,Toyota,Kijang Innova,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,17500.0,Jawa Barat,Dealer,325000000.0,False,,325000000.0
2019,Wuling,Almaz,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,62500.0,DKI Jakarta,Private,,True,mean_by_jenis_mobil,466564618.0
2014,Toyota,Fortuner,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,127500.0,Yogyakarta,Private,278000000.0,False,,278000000.0
2017,Honda,HR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,132500.0,Banten,Dealer,195000000.0,False,,195000000.0
2013,Honda,Jazz,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,147500.0,Jawa Barat,Private,,True,mean_by_jenis_mobil,201503268.0
2000,Toyota,Harrier,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,27500.0,Jawa Barat,Private,29000000.0,False,,29000000.0
2014,Mitsubishi,Pajero Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,132500.0,DKI Jakarta,Dealer,245000000.0,False,,245000000.0
2014,Mitsubishi,Outlander Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,87500.0,DKI Jakarta,Dealer,128000000.0,False,,128000000.0
2011,Nissan,Elgrand,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,147500.0,DKI Jakarta,Dealer,165000000.0,False,,165000000.0
2017,Audi,R8 FSI Quattro Plus,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,4750000000.0,False,,4750000000.0
2021,BMW,X5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2021,Mercedes-Benz,C200,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,471819265.0
2012,Toyota,Camry,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,162500.0,DKI Jakarta,Private,,True,mean_by_jenis_mobil,471819265.0
2022,Honda,BR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,77500.0,Jawa Barat,Dealer,204000000.0,False,,204000000.0
2019,Mercedes-Benz,C300 AMG Line,True,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,469000000.0,False,,469000000.0
2014,Suzuki,Ertiga,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,62500.0,DKI Jakarta,Sales Agent,126000000.0,False,,126000000.0
2018,Suzuki,Ertiga,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,72500.0,DKI Jakarta,Sales Agent,175000000.0,False,,175000000.0
2023,BMW,X5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,1090000000.0,False,,1090000000.0
2015,Nissan,Grand Livina,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,102500.0,Banten,Sales Agent,107000000.0,False,,107000000.0
2020,Toyota,Alphard,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,284012562.0
2016,Toyota,Calya,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,92500.0,Jawa Barat,Dealer,100000000.0,False,,100000000.0
2013,Land Rover,Range Rover,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,87500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2024,BMW,X5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2023,Honda,CR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,62500.0,Banten,Sales Agent,448000000.0,False,,448000000.0
2024,BMW,X1,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2022,Suzuki,XL7,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,82500.0,DKI Jakarta,Sales Agent,215000000.0,False,,215000000.0
2019,Lexus,NX 300 F Sport,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,469000000.0,False,,469000000.0
2020,Suzuki,Ertiga,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,72500.0,DKI Jakarta,Sales Agent,186000000.0,False,,186000000.0
2020,Mercedes-Benz,CLA200,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,519000000.0,False,,519000000.0
2022,Toyota,Camry,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,349000000.0,False,,349000000.0
2019,Mercedes-Benz,C300 AMG Line,True,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,469000000.0,False,,469000000.0
2010,Honda,CR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,87500.0,Jawa Timur,Private,,True,mean_by_jenis_mobil,466564618.0
2022,BMW,320i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,22500.0,Banten,Dealer,,True,mean_by_jenis_mobil,471819265.0
2012,Nissan,Grand Livina,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,107500.0,Jawa Barat,Private,86500000.0,False,,86500000.0
2016,Suzuki,SX4 S-Cross,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,92500.0,Kalimantan Tengah,Private,100000000.0,False,,100000000.0
2021,Toyota,Fortuner,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,395000000.0,False,,395000000.0
2022,Hyundai,Stargazer Prime,True,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,284012562.0
2023,Toyota,Veloz Q (Premium Color),False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,47500.0,DKI Jakarta,Sales Agent,,True,mean_by_jenis_mobil,284012562.0
2023,Mercedes-Benz,A200 Progressive Line,True,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,471819265.0
2023,BMW,X5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2019,Mazda,CX-5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,62500.0,Jawa Timur,Dealer,315000000.0,False,,315000000.0
2013,Mercedes-Benz,C250,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,1459607628.0
2024,Mercedes-Benz,C200,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,471819265.0
2021,BMW,330i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,471819265.0
2021,Mitsubishi,Xpander,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,32500.0,DKI Jakarta,Sales Agent,229000000.0,False,,229000000.0
2025,Hyundai,Palisade Calligraphy Hybrid 2WD,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2021,KIA,Seltos,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,57500.0,Banten,Sales Agent,,True,mean_by_jenis_mobil,466564618.0
2022,Toyota,Rush,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,DKI Jakarta,Sales Agent,235000000.0,False,,235000000.0
2019,Mitsubishi,Xpander,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,77500.0,DKI Jakarta,Sales Agent,202000000.0,False,,202000000.0
2017,Honda,HR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,72500.0,Banten,Dealer,170000000.0,False,,170000000.0
2023,Mercedes-Benz,GLC300 AMG Line 4MATIC,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2018,Toyota,Voxy,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,284012562.0
2014,Mitsubishi,Pajero Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,91000.0,Jawa Barat,Dealer,265000000.0,False,,265000000.0
2014,BMW,640i,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,790000000.0,False,,790000000.0
2022,Honda,HR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,32500.0,DKI Jakarta,Dealer,265000000.0,False,,265000000.0
2025,Chery,Omoda C5 RZ,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,265000000.0,False,,265000000.0
2023,Honda,WR-V RS,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,199000000.0,False,,199000000.0
2012,BMW,X3,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,Banten,Dealer,240000000.0,False,,240000000.0
2024,Mitsubishi,XFORCE Ultimate,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,259000000.0,False,,259000000.0
2022,Honda,Civic,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,375000000.0,False,,375000000.0
2015,Mazda,6,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,57500.0,DKI Jakarta,Dealer,233000000.0,False,,233000000.0
2013,Ford,Fiesta,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,72500.0,DKI Jakarta,Dealer,89000000.0,False,,89000000.0
2023,BMW,X5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2023,BMW,520i,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,471819265.0
2021,Daihatsu,Terios,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,112500.0,Banten,Dealer,190000000.0,False,,190000000.0
2012,Audi,Q5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,215000000.0,False,,215000000.0
2023,Mitsubishi,Triton,False,Pickup,0,0,0,0,0,1,0,0,0,0,0,Automatic,62500.0,DKI Jakarta,Dealer,415000000.0,False,,415000000.0
2022,Hyundai,Creta Trend,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,67500.0,DKI Jakarta,Dealer,199000000.0,False,,199000000.0
2022,Mitsubishi,Pajero Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,62500.0,Banten,Dealer,445000000.0,False,,445000000.0
2014,Toyota,Alphard,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,82500.0,DKI Jakarta,Dealer,248000000.0,False,,248000000.0
2013,Nissan,Juke,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,132500.0,Banten,Dealer,98000000.0,False,,98000000.0
2024,MINI,Countryman,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2018,Wuling,Cortez,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,77500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,284012562.0
2022,Honda,BR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,Banten,Dealer,210000000.0,False,,210000000.0
2021,Mercedes-Benz,GLE450 AMG Line 4MATIC CKD,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,22500.0,DKI Jakarta,Dealer,995000000.0,False,,995000000.0
2018,Mercedes-Benz,E300,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,471819265.0
2023,smart,EQ Fortwo,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,649999000.0,False,,649999000.0
2023,BMW,i7 xDrive60 Gran Lusso,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,471819265.0
2024,BMW,218i,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,1459607628.0
2013,Hyundai,H-1,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,112500.0,DKI Jakarta,Dealer,138000000.0,False,,138000000.0
2009,Honda,Freed,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,142500.0,Jawa Timur,Dealer,105000000.0,False,,105000000.0
2020,Mitsubishi,Colt Diesel,False,Truck,0,0,0,0,0,0,0,0,1,0,0,Manual,57500.0,DKI Jakarta,Dealer,320000000.0,False,,320000000.0
2014,BMW,435i M Sport,True,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,1459607628.0
2024,Honda,Accord,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,471819265.0
2015,Toyota,Corolla Altis,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,102500.0,Banten,Dealer,145000000.0,False,,145000000.0
2011,Honda,Accord,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,152500.0,Banten,Dealer,100000000.0,False,,100000000.0
2021,Toyota,Sienta,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,62500.0,Banten,Dealer,210000000.0,False,,210000000.0
2025,BMW,X5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2019,Toyota,Voxy,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,62500.0,Banten,Dealer,258000000.0,False,,258000000.0
2018,Toyota,Kijang Innova,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,142500.0,DKI Jakarta,Dealer,340000000.0,False,,340000000.0
2021,Honda,Brio,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,57500.0,DKI Jakarta,Dealer,135000000.0,False,,135000000.0
2022,Toyota,Raize GR Sport (1 Tone),True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,188000000.0,False,,188000000.0
2023,Suzuki,XL7,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,62500.0,Jawa Barat,Sales Agent,,True,mean_by_jenis_mobil,466564618.0
2022,Mitsubishi,Xpander,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,47500.0,DKI Jakarta,Sales Agent,,True,mean_by_jenis_mobil,284012562.0
2011,Nissan,Juke,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,112500.0,Jawa Barat,Dealer,104000000.0,False,,104000000.0
2012,Honda,Accord,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,113000.0,DKI Jakarta,Dealer,139000000.0,False,,139000000.0
2012,Mazda,CX-5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,102500.0,Jawa Barat,Dealer,140000000.0,False,,140000000.0
2019,Toyota,Sienta,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,77500.0,DKI Jakarta,Dealer,175000000.0,False,,175000000.0
2010,Mercedes-Benz,C200,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,62500.0,Banten,Dealer,138000000.0,False,,138000000.0
2018,Mazda,2,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,97500.0,Banten,Dealer,175000000.0,False,,175000000.0
2023,Hyundai,Stargazer Prime,True,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,32500.0,Jawa Barat,Dealer,215000000.0,False,,215000000.0
2018,Suzuki,Ignis,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,52500.0,DKI Jakarta,Dealer,126000000.0,False,,126000000.0
2019,Mercedes-Benz,C200,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,471819265.0
2024,Hyundai,Creta Alpha,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,32500.0,Jawa Barat,Dealer,297000000.0,False,,297000000.0
2018,Honda,HR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,107500.0,Banten,Dealer,208000000.0,False,,208000000.0
2016,Mazda,Biante,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,102500.0,Banten,Dealer,135000000.0,False,,135000000.0
2013,Daihatsu,Terios,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Manual,77500.0,Jawa Barat,Dealer,118000000.0,False,,118000000.0
2015,Honda,CR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,92500.0,Jawa Timur,Dealer,210000000.0,False,,210000000.0
2022,Toyota,Veloz Q (Non Premium Color),False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,62500.0,DKI Jakarta,Sales Agent,229000000.0,False,,229000000.0
2016,Mitsubishi,Pajero Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,147500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2020,MINI,Countryman,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2023,Honda,BR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2014,Nissan,X-Trail,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,127500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2016,Honda,BR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,102500.0,Banten,Dealer,135000000.0,False,,135000000.0
2022,Land Rover,Range Rover Velar P250 R-Dynamic SE SU,True,,0,0,0,0,0,0,0,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,1385000000.0,False,,1385000000.0
2015,Honda,City,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,112500.0,Banten,Dealer,138000000.0,False,,138000000.0
2022,Mitsubishi,Xpander,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,62500.0,Jawa Timur,Dealer,245000000.0,False,,245000000.0
2018,Mercedes-Benz,C300 AMG Line,True,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,471819265.0
2022,Nissan,Serena,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,57500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,284012562.0
2017,Toyota,Rush,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,102500.0,Jawa Timur,Dealer,165000000.0,False,,165000000.0
2019,Mercedes-Benz,CLS350 AMG Line,False,Coupe,0,1,0,0,0,0,0,0,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,1459607628.0
2021,Hyundai,Santa Fe,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2022,Wuling,Air EV Long Range,True,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,20000.0,DKI Jakarta,Dealer,120000000.0,False,,120000000.0
2013,Nissan,Teana,False,Sedan,0,0,0,0,0,0,0,1,0,0,0,Automatic,112500.0,DKI Jakarta,Dealer,115000000.0,False,,115000000.0
2011,Lexus,RX 270,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,142500.0,DKI Jakarta,Dealer,189000000.0,False,,189000000.0
2024,Lexus,LX 600,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,2950000000.0,False,,2950000000.0
2022,Wuling,Almaz,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,179000000.0,False,,179000000.0
2022,Honda,CR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,DKI Jakarta,Dealer,390000000.0,False,,390000000.0
2023,MINI,Countryman,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,675000000.0,False,,675000000.0
2018,Mercedes-Benz,GLE400,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,485000000.0,False,,485000000.0
2018,Mazda,CX-5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,82500.0,Yogyakarta,Sales Agent,248000000.0,False,,248000000.0
2018,Mazda,CX-5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,82500.0,Yogyakarta,Sales Agent,248000000.0,False,,248000000.0
2019,Mitsubishi,Colt Diesel,False,Truck,0,0,0,0,0,0,0,0,1,0,0,Manual,57500.0,Jawa Barat,Dealer,332000000.0,False,,332000000.0
2014,Toyota,Dyna 110 ST,False,Truck,0,0,0,0,0,0,0,0,1,0,0,Manual,72500.0,DKI Jakarta,Dealer,139000000.0,False,,139000000.0
2025,Toyota,Land Cruiser,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2021,Daihatsu,Gran Max,False,Pickup,0,0,0,0,0,1,0,0,0,0,0,Manual,37500.0,Jawa Barat,Dealer,13500000.0,False,,13500000.0
2012,Mitsubishi,Fuso FN 527 MS,False,Truck,0,0,0,0,0,0,0,0,1,0,0,Manual,1121.0,Jawa Barat,Dealer,435000000.0,False,,435000000.0
2021,Suzuki,Carry,False,Pickup,0,0,0,0,0,1,0,0,0,0,0,Manual,37500.0,DKI Jakarta,Dealer,110000000.0,False,,110000000.0
2019,Suzuki,Carry,False,Pickup,0,0,0,0,0,1,0,0,0,0,0,Manual,47500.0,DKI Jakarta,Dealer,98000000.0,False,,98000000.0
2022,Isuzu,Traga,False,Pickup,0,0,0,0,0,1,0,0,0,0,0,Manual,27500.0,DKI Jakarta,Dealer,197000000.0,False,,197000000.0
2023,Honda,WR-V RS,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,12500.0,DKI Jakarta,Broker,,True,mean_by_jenis_mobil,466564618.0
2022,Mitsubishi,Pajero Sport,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,365000000.0,False,,365000000.0
2016,Nissan,Evalia,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,227500.0,DKI Jakarta,Dealer,109000000.0,False,,109000000.0
2024,Honda,HR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,12500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2012,Toyota,Rush,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,82500.0,DKI Jakarta,Dealer,118000000.0,False,,118000000.0
2019,Toyota,Alphard,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,284012562.0
2023,Toyota,Alphard,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,284012562.0
2024,Hyundai,Stargazer Prime,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,212000000.0,False,,212000000.0
2022,Land Rover,Range Rover Velar P250 R-Dynamic SE SU,True,,0,0,0,0,0,0,0,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,1484900000.0,False,,1484900000.0
2017,Nissan,Grand Livina,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,122500.0,DKI Jakarta,Dealer,106000000.0,False,,106000000.0
2023,Land Rover,Range Rover,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,7500.0,DKI Jakarta,Dealer,4850000000.0,False,,4850000000.0
2021,Mazda,CX-5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,47500.0,DKI Jakarta,Dealer,322500000.0,False,,322500000.0
2023,BMW,X5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,17500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2018,Hino,Ranger,False,Truck,0,0,0,0,0,0,0,0,1,0,0,Manual,82500.0,Jawa Barat,Dealer,580000000.0,False,,580000000.0
2023,Mitsubishi,Xpander Cross Premium,False,MPV,0,0,0,0,1,0,0,0,0,0,0,Automatic,42500.0,Jawa Barat,Dealer,268000000.0,False,,268000000.0
2022,Honda,BR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,42500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2021,Daihatsu,Rocky X ADS,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,37500.0,DKI Jakarta,Sales Agent,185000000.0,False,,185000000.0
2023,Toyota,Yaris Cross S HV (2 Tone) (Premium Colour),True,,0,0,0,0,0,0,0,0,0,0,0,Automatic,27500.0,DKI Jakarta,Dealer,,False,,
2017,Toyota,Fortuner,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,62500.0,DKI Jakarta,Dealer,335000000.0,False,,335000000.0
2014,Honda,CR-V,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,122500.0,DKI Jakarta,Dealer,165000000.0,False,,165000000.0
2023,Toyota,Agya,False,Hatchback,0,0,0,1,0,0,0,0,0,0,0,Automatic,15000.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,201503268.0
2022,Mercedes-Benz,AMG GLA35 4MATIC,True,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,2500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2018,Toyota,Fortuner,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,112500.0,DKI Jakarta,Dealer,,True,mean_by_jenis_mobil,466564618.0
2021,Mazda,CX-5,False,SUV,0,0,0,0,0,0,1,0,0,0,0,Automatic,51000.0,DKI Jakarta,Dealer,320000000.0,False,,320000000.0
